Calendar_Year,Calendar_Month,Route,Average_Daily_Ridership,Source,ObjectId
2019,9,118,581,APC,181
2019,9,119,758,APC,182
2019,9,120,451,APC,183
2019,9,123,900,APC,184
2019,9,124,1804,APC,185
2019,9,125,2265,APC,186
2019,9,126,656,APC,187
2019,9,127,324,APC,188
2019,9,128,383,APC,189
2019,9,129,923,APC,190
2019,9,130,672,APC,191
2019,9,131,686,APC,192
2019,9,132,392,APC,193
2019,9,133,90,APC,194
2019,9,139,424,APC,195
2019,9,150,38,APC,196
2019,9,201,159,APC,197
2019,9,204,222,APC,198
2019,9,206,172,APC,199
2019,9,310,442,APC,200
2019,9,311,228,APC,201
2019,9,47M,932,APC,202
2019,9,BLVDDIR,3401,APC,203
2019,9,B1 OWL,1861,APC,204
2019,9,63,16615,APC,205
2019,9,71,4498,APC,206
2019,9,41,3064,APC,207
2019,9,K,9320,APC,208
2019,9,51,7330,APC,209
2019,9,LUCYGO,1633,APC,210
2019,9,LUCYGR,1152,APC,211
2019,9,L1 OWL,2055,APC,212
2019,9,82,10194,APC,213
2019,9,81,5581,APC,214
2019,10,1,2986,APC,215
2019,10,2,5469,APC,216
2019,10,3,8836,APC,217
2019,10,4,7359,APC,218
2019,10,5,3798,APC,219
2019,10,6,5993,APC,220
2019,10,7,5216,APC,221
2019,10,8,2682,APC,222
2019,10,9,4856,APC,223
2019,10,T1,10422,Traffic,224
2019,10,T4,12150,APC,225
2019,10,12,2606,APC,226
2019,10,T3,13221,APC,227
2019,10,14,6102,APC,228
2019,10,G1,10194,Traffic,229
2019,10,16,7259,APC,230
2019,10,17,9220,APC,231
2019,10,18,14189,APC,232
2019,10,19,1405,APC,233
2019,10,20,4893,APC,234
2019,10,21,10013,APC,235
2019,10,22,4426,APC,236
2019,10,23,16409,APC,237
2019,10,24,2366,APC,238
2019,10,25,4481,APC,239
2019,10,26,11711,APC,240
2019,10,27,4608,APC,241
2019,10,28,2082,APC,242
2019,10,29,4632,APC,243
2019,10,30,1329,APC,244
2019,10,31,4974,APC,245
2019,10,32,5022,APC,246
2019,10,33,11772,APC,247
2019,10,T2,12041,APC,248
2019,10,35,149,APC,249
2019,10,T5,13620,APC,250
2019,10,37,3676,APC,251
2019,10,38,2856,APC,252
2019,10,39,2617,APC,253
2019,10,40,7595,APC,254
2019,10,42,9237,APC,255
2019,10,43,3973,APC,256
2019,10,44,3614,APC,257
2019,10,45,6417,APC,258
2019,10,46,5822,APC,259
2019,10,47,18392,APC,260
2019,10,48,7603,APC,261
2019,10,49,3139,APC,262
2019,10,50,2003,APC,263
2019,10,52,14548,APC,264
2019,10,53,3042,APC,265
2019,10,54,6978,APC,266
2019,10,55,4789,APC,267
2019,10,56,11609,APC,268
2019,10,57,10852,APC,269
2019,10,58,8710,APC,270
2019,10,59,5329,APC,271
2019,10,60,10527,APC,272
2019,10,61,4267,APC,273
2019,10,62,242,APC,274
2019,10,64,6458,APC,275
2019,10,65,8049,APC,276
2019,10,66,11261,APC,277
2019,10,67,5060,APC,278
2019,10,68,2232,APC,279
2019,10,70,8720,APC,280
2019,10,73,2525,APC,281
2019,10,75,3203,APC,282
2019,10,77,828,APC,283
2019,10,78,78,APC,284
2019,10,79,5662,APC,285
2019,10,80,231,APC,286
2019,10,84,3873,APC,287
2019,10,88,2410,APC,288
2019,10,89,1972,APC,289
2019,10,90,464,APC,290
2019,10,92,347,APC,291
2019,10,93,1241,APC,292
2019,10,94,577,APC,293
2019,10,95,585,APC,294
2019,10,96,1509,APC,295
2019,10,97,645,APC,296
2019,10,98,999,APC,297
2019,10,99,1309,APC,298
2019,10,D1,4180,Traffic,299
2019,10,D2,4235,Traffic,300
2019,10,103,1320,APC,301
2019,10,104,3399,APC,302
2019,10,105,1274,APC,303
2019,10,106,1351,APC,304
2019,10,107,1035,APC,305
2019,10,108,5372,APC,306
2019,10,109,4620,APC,307
2019,10,110,2077,APC,308
2019,10,111,1602,APC,309
2019,10,112,1202,APC,310
2019,10,113,6894,APC,311
2019,10,114,1967,APC,312
2019,10,115,1203,APC,313
2019,10,117,2086,APC,314
2019,10,118,569,APC,315
2019,10,119,723,APC,316
2019,10,120,420,APC,317
2019,10,123,930,APC,318
2019,10,124,1948,APC,319
2019,10,125,2330,APC,320
2019,10,126,638,APC,321
2019,10,127,315,APC,322
2019,10,128,387,APC,323
2019,10,129,936,APC,324
2019,10,130,614,APC,325
2019,10,131,711,APC,326
2019,10,132,379,APC,327
2019,10,133,84,APC,328
2019,10,139,406,APC,329
2019,10,150,35,APC,330
2019,10,201,175,APC,331
2019,10,204,216,APC,332
2019,10,206,170,APC,333
2019,10,310,474,APC,334
2019,10,311,228,APC,335
2019,10,47M,1103,APC,336
2019,10,BLVDDIR,3417,APC,337
2019,10,B1 OWL,1808,APC,338
2019,10,63,17112,APC,339
2019,10,71,4973,APC,340
2019,10,41,2949,APC,341
2019,10,K,9239,APC,342
2019,10,51,7836,APC,343
2019,10,LUCYGO,1635,APC,344
2019,10,LUCYGR,1179,APC,345
2019,10,L1 OWL,1999,APC,346
2019,10,82,10439,APC,347
2019,10,81,5953,APC,348
2019,11,1,2910,APC,349
2019,11,2,5018,APC,350
2019,11,3,8766,APC,351
2019,11,4,6712,APC,352
2019,11,5,3669,APC,353
2019,11,6,5999,APC,354
2019,11,7,5014,APC,355
2019,11,8,2633,APC,356
2019,11,9,4509,APC,357
2019,11,T1,10422,Traffic,358
2019,11,T4,12460,APC,359
2019,11,12,2425,APC,360
2019,11,T3,12658,APC,361
2019,11,14,6188,APC,362
2019,11,G1,10194,Traffic,363
2019,11,16,7063,APC,364
2019,11,17,9405,APC,365
2019,11,18,14490,APC,366
2019,11,19,1365,APC,367
2019,11,20,4762,APC,368
2019,11,21,10129,APC,369
2019,11,22,4528,APC,370
2019,11,23,15678,APC,371
2019,11,24,2242,APC,372
2019,11,25,4346,APC,373
2019,11,26,11748,APC,374
2019,11,27,4437,APC,375
2019,11,28,1894,APC,376
2019,11,29,4611,APC,377
2019,11,30,1267,APC,378
2019,11,31,4883,APC,379
2019,11,32,4908,APC,380
2019,11,33,11572,APC,381
2019,11,T2,12237,APC,382
2019,11,35,150,APC,383
2019,11,T5,13727,APC,384
2019,11,37,3419,APC,385
2019,11,38,2822,APC,386
2019,11,39,2541,APC,387
2019,11,40,7372,APC,388
2019,11,42,9246,APC,389
2019,11,43,3704,APC,390
2019,11,44,3482,APC,391
2019,11,45,6217,APC,392
2019,11,46,5714,APC,393
2019,11,47,17860,APC,394
2019,11,48,7778,APC,395
2019,11,49,3024,APC,396
2019,11,50,1973,APC,397
2019,11,52,14273,APC,398
2019,11,53,2901,APC,399
2019,11,54,7139,APC,400
2019,11,55,5000,APC,401
2019,11,56,10786,APC,402
2019,11,57,10642,APC,403
2019,11,58,8157,APC,404
2019,11,59,4711,APC,405
2019,11,60,10787,APC,406
2019,11,61,4492,APC,407
2019,11,62,249,APC,408
2019,11,64,5990,APC,409
2019,11,65,7925,APC,410
2019,11,66,10806,APC,411
2019,11,67,4884,APC,412
2019,11,68,2471,APC,413
2019,11,70,8356,APC,414
2019,11,73,2393,APC,415
2019,11,75,3363,APC,416
2019,11,77,852,APC,417
2019,11,78,78,APC,418
2019,11,79,5610,APC,419
2019,11,80,225,APC,420
2019,11,84,3718,APC,421
2019,11,88,2270,APC,422
2019,11,89,1724,APC,423
2019,11,90,408,APC,424
2019,11,92,317,APC,425
2019,11,93,1242,APC,426
2019,11,94,491,APC,427
2019,11,95,579,APC,428
2019,11,96,1356,APC,429
2019,11,97,686,APC,430
2019,11,98,969,APC,431
2019,11,99,1255,APC,432
2019,11,D1,4180,Traffic,433
2019,11,D2,4235,Traffic,434
2019,11,103,1312,APC,435
2019,11,104,2977,APC,436
2019,11,105,1212,APC,437
2019,11,106,1222,APC,438
2019,11,107,968,APC,439
2019,11,108,5322,APC,440
2019,11,109,4269,APC,441
2019,11,110,1967,APC,442
2019,11,111,1438,APC,443
2019,11,112,1099,APC,444
2019,11,113,6713,APC,445
2019,11,114,1871,APC,446
2019,11,115,1211,APC,447
2019,11,117,2011,APC,448
2019,11,118,492,APC,449
2019,11,119,732,APC,450
2019,11,120,368,APC,451
2019,11,123,996,APC,452
2019,11,124,1934,APC,453
2019,11,125,2264,APC,454
2019,11,126,554,APC,455
2019,11,127,312,APC,456
2019,11,128,358,APC,457
2019,11,129,892,APC,458
2019,11,130,600,APC,459
2019,11,131,734,APC,460
2019,11,132,378,APC,461
2019,11,133,86,APC,462
2019,11,139,424,APC,463
2019,11,150,30,APC,464
2019,11,201,105,APC,465
2019,11,204,208,APC,466
2019,11,206,153,APC,467
2019,11,310,457,APC,468
2019,11,311,236,APC,469
2019,11,47M,825,APC,470
2019,11,BLVDDIR,3298,APC,471
2019,11,B1 OWL,1867,APC,472
2019,11,63,16704,APC,473
2019,11,71,4982,APC,474
2019,11,41,2865,APC,475
2019,11,K,9117,APC,476
2019,11,51,7648,APC,477
2019,11,LUCYGO,1618,APC,478
2019,11,LUCYGR,1090,APC,479
2019,11,L1 OWL,1900,APC,480
2019,11,82,10123,APC,481
2019,11,81,5676,APC,482
2019,12,1,2368,APC,483
2019,12,2,4746,APC,484
2019,12,3,7304,APC,485
2019,12,4,6472,APC,486
2019,12,5,3182,APC,487
2019,12,6,4964,APC,488
2019,12,7,4598,APC,489
2019,12,8,2512,APC,490
2019,12,9,4036,APC,491
2019,12,T1,10422,Traffic,492
2019,12,T4,11965,APC,493
2019,12,12,2380,APC,494
2019,12,T3,12380,APC,495
2019,12,14,5491,APC,496
2019,12,G1,10194,Traffic,497
2019,12,16,5959,APC,498
2019,12,17,8284,APC,499
2019,12,18,12738,APC,500
2019,12,19,1161,APC,501
2019,12,20,4182,APC,502
2019,12,21,8915,APC,503
2019,12,22,3929,APC,504
2019,12,23,14485,APC,505
2019,12,24,1955,APC,506
2019,12,25,3799,APC,507
2019,12,26,10152,APC,508
2019,12,27,3539,APC,509
2019,12,28,1696,APC,510
2019,12,29,3938,APC,511
2019,12,30,1108,APC,512
2019,12,31,4026,APC,513
2019,12,32,4060,APC,514
2019,12,33,9985,APC,515
2019,12,T2,11756,APC,516
2019,12,35,122,APC,517
2019,12,T5,12902,APC,518
2019,12,37,3164,APC,519
2019,12,38,2291,APC,520
2019,12,39,2195,APC,521
2019,12,40,6405,APC,522
2019,12,42,8197,APC,523
2019,12,43,2894,APC,524
2019,12,44,2897,APC,525
2019,12,45,5672,APC,526
2019,12,46,4956,APC,527
2019,12,47,15695,APC,528
2019,12,48,6764,APC,529
2019,12,49,2699,APC,530
2019,12,50,1803,APC,531
2019,12,52,12952,APC,532
2019,12,53,2579,APC,533
2019,12,54,5927,APC,534
2019,12,55,4245,APC,535
2019,12,56,10167,APC,536
2019,12,57,9046,APC,537
2019,12,58,7373,APC,538
2019,12,59,4272,APC,539
2019,12,60,9231,APC,540
2019,12,61,3989,APC,541
2019,12,62,203,APC,542
2019,12,64,5321,APC,543
2019,12,65,6953,APC,544
2019,12,66,9647,APC,545
2019,12,67,4406,APC,546
2019,12,68,2080,APC,547
2019,12,70,7322,APC,548
2019,12,73,2196,APC,549
2019,12,75,3363,APC,550
2019,12,77,706,APC,551
2019,12,78,62,APC,552
2019,12,79,4913,APC,553
2019,12,80,168,APC,554
2019,12,84,3076,APC,555
2019,12,88,2039,APC,556
2019,12,89,1562,APC,557
2019,12,90,399,APC,558
2019,12,92,265,APC,559
2019,12,93,1205,APC,560
2019,12,94,421,APC,561
2019,12,95,514,APC,562
2019,12,96,1238,APC,563
2019,12,97,598,APC,564
2019,12,98,986,APC,565
2019,12,99,1253,APC,566
2019,12,D1,4180,Traffic,567
2019,12,D2,4235,Traffic,568
2019,12,103,1151,APC,569
2019,12,104,2927,APC,570
2019,12,105,1085,APC,571
2019,12,106,1126,APC,572
2019,12,107,980,APC,573
2019,12,108,4934,APC,574
2019,12,109,4310,APC,575
2019,12,110,2046,APC,576
2019,12,111,1437,APC,577
2019,12,112,939,APC,578
2019,12,113,6436,APC,579
2019,12,114,1824,APC,580
2019,12,115,1045,APC,581
2019,12,117,1874,APC,582
2019,12,118,387,APC,583
2019,12,119,694,APC,584
2019,12,120,369,APC,585
2019,12,123,1028,APC,586
2019,12,124,1823,APC,587
2019,12,125,2132,APC,588
2019,12,126,567,APC,589
2019,12,127,294,APC,590
2019,12,128,361,APC,591
2019,12,129,852,APC,592
2019,12,130,505,APC,593
2019,12,131,702,APC,594
2019,12,132,329,APC,595
2019,12,133,61,APC,596
2019,12,139,373,APC,597
2019,12,150,30,APC,598
2019,12,201,143,APC,599
2019,12,204,184,APC,600
2019,12,206,134,APC,601
2019,12,310,386,APC,602
2019,12,311,215,APC,603
2019,12,47M,902,APC,604
2019,12,BLVDDIR,2794,APC,605
2019,12,B1 OWL,1733,APC,606
2019,12,63,15629,APC,607
2019,12,71,4366,APC,608
2019,12,41,2489,APC,609
2019,12,K,7738,APC,610
2019,12,51,6257,APC,611
2019,12,LUCYGO,1533,APC,612
2019,12,LUCYGR,965,APC,613
2019,12,L1 OWL,1754,APC,614
2019,12,82,8779,APC,615
2019,12,81,5050,APC,616
2020,1,1,2668,APC,617
2020,1,2,5746,APC,618
2020,1,3,8426,APC,619
2020,1,4,7208,APC,620
2020,1,5,3671,APC,621
2020,1,6,5886,APC,622
2020,1,7,5324,APC,623
2020,1,8,3047,APC,624
2020,1,9,4642,APC,625
2020,1,T1,10422,Traffic,626
2020,1,T4,12669,APC,627
2020,1,12,2626,APC,628
2020,1,T3,12094,APC,629
2020,1,14,5937,APC,630
2020,1,G1,10194,Traffic,631
2020,1,16,7136,APC,632
2020,1,17,9620,APC,633
2020,1,18,14601,APC,634
2020,1,19,1392,APC,635
2020,1,20,5109,APC,636
2020,1,21,9556,APC,637
2020,1,22,4306,APC,638
2020,1,23,17099,APC,639
2020,1,24,2335,APC,640
2020,1,25,4487,APC,641
2020,1,26,11646,APC,642
2020,1,27,4149,APC,643
2020,1,28,1985,APC,644
2020,1,29,4194,APC,645
2020,1,30,1403,APC,646
2020,1,31,4837,APC,647
2020,1,32,5101,APC,648
2020,1,33,11345,APC,649
2020,1,T2,12048,APC,650
2020,1,35,131,APC,651
2020,1,T5,13871,APC,652
2020,1,37,3408,APC,653
2020,1,38,2734,APC,654
2020,1,39,2536,APC,655
2020,1,40,7448,APC,656
2020,1,42,9281,APC,657
2020,1,43,3447,APC,658
2020,1,44,3507,APC,659
2020,1,45,6128,APC,660
2020,1,46,5879,APC,661
2020,1,47,17054,APC,662
2020,1,48,7641,APC,663
2020,1,49,3087,APC,664
2020,1,50,1996,APC,665
2020,1,52,14268,APC,666
2020,1,53,2907,APC,667
2020,1,54,6961,APC,668
2020,1,55,4749,APC,669
2020,1,56,11949,APC,670
2020,1,57,10437,APC,671
2020,1,58,8318,APC,672
2020,1,59,4564,APC,673
2020,1,60,11137,APC,674
2020,1,61,4607,APC,675
2020,1,62,237,APC,676
2020,1,64,5931,APC,677
2020,1,65,8475,APC,678
2020,1,66,10865,APC,679
2020,1,67,4962,APC,680
2020,1,68,2215,APC,681
2020,1,70,8872,APC,682
2020,1,73,2488,APC,683
2020,1,75,3312,APC,684
2020,1,77,844,APC,685
2020,1,78,76,APC,686
2020,1,79,5565,APC,687
2020,1,80,208,APC,688
2020,1,84,3668,APC,689
2020,1,88,2432,APC,690
2020,1,89,1870,APC,691
2020,1,90,407,APC,692
2020,1,92,278,APC,693
2020,1,93,1158,APC,694
2020,1,94,405,APC,695
2020,1,95,535,APC,696
2020,1,96,1252,APC,697
2020,1,97,598,APC,698
2020,1,98,968,APC,699
2020,1,99,1212,APC,700
2020,1,D1,4180,Traffic,701
2020,1,D2,4235,Traffic,702
2020,1,103,1293,APC,703
2020,1,104,3137,APC,704
2020,1,105,1201,APC,705
2020,1,106,1255,APC,706
2020,1,107,1005,APC,707
2020,1,108,5261,APC,708
2020,1,109,4390,APC,709
2020,1,110,2010,APC,710
2020,1,111,1497,APC,711
2020,1,112,1167,APC,712
2020,1,113,6678,APC,713
2020,1,114,1846,APC,714
2020,1,115,1125,APC,715
2020,1,117,1945,APC,716
2020,1,118,471,APC,717
2020,1,119,698,APC,718
2020,1,120,379,APC,719
2020,1,123,917,APC,720
2020,1,124,1811,APC,721
2020,1,125,2206,APC,722
2020,1,126,628,APC,723
2020,1,127,297,APC,724
2020,1,128,385,APC,725
2020,1,129,902,APC,726
2020,1,130,496,APC,727
2020,1,131,655,APC,728
2020,1,132,339,APC,729
2020,1,133,71,APC,730
2020,1,139,381,APC,731
2020,1,150,39,APC,732
2020,1,201,153,APC,733
2020,1,204,197,APC,734
2020,1,206,153,APC,735
2020,1,310,392,APC,736
2020,1,311,215,APC,737
2020,1,47M,1039,APC,738
2020,1,BLVDDIR,3076,APC,739
2020,1,B1 OWL,1858,APC,740
2020,1,63,16541,APC,741
2020,1,71,5051,APC,742
2020,1,41,2944,APC,743
2020,1,K,9250,APC,744
2020,1,51,7471,APC,745
2020,1,LUCYGO,1569,APC,746
2020,1,LUCYGR,1080,APC,747
2020,1,L1 OWL,1958,APC,748
2020,1,82,10094,APC,749
2020,1,81,5987,APC,750
2020,2,1,2712,APC,751
2020,2,2,6200,APC,752
2020,2,3,9226,APC,753
2020,2,4,7305,APC,754
2020,2,5,3823,APC,755
2020,2,6,5911,APC,756
2020,2,7,5504,APC,757
2020,2,8,3177,APC,758
2020,2,9,4642,APC,759
2020,2,T1,10422,Traffic,760
2020,2,T4,13120,APC,761
2020,2,12,2623,APC,762
2020,2,T3,11896,APC,763
2020,2,14,5905,APC,764
2020,2,G1,10194,Traffic,765
2020,2,16,7456,APC,766
2020,2,17,9765,APC,767
2020,2,18,14717,APC,768
2020,2,19,1468,APC,769
2020,2,20,4863,APC,770
2020,2,21,10462,APC,771
2020,2,22,4341,APC,772
2020,2,23,16783,APC,773
2020,2,24,2396,APC,774
2020,2,25,4442,APC,775
2020,2,26,12026,APC,776
2020,2,27,3463,APC,777
2020,2,28,1979,APC,778
2020,2,29,4473,APC,779
2020,2,30,1433,APC,780
2020,2,31,4865,APC,781
2020,2,32,5076,APC,782
2020,2,33,11648,APC,783
2020,2,T2,13399,APC,784
2020,2,35,143,APC,785
2020,2,T5,14630,APC,786
2020,2,37,3391,APC,787
2020,2,38,2797,APC,788
2020,2,39,2776,APC,789
2020,2,40,7810,APC,790
2020,2,42,9713,APC,791
2020,2,43,3780,APC,792
2020,2,44,3593,APC,793
2020,2,45,6155,APC,794
2020,2,46,6076,APC,795
2020,2,47,17537,APC,796
2020,2,48,7468,APC,797
2020,2,49,3129,APC,798
2020,2,50,2014,APC,799
2020,2,52,14571,APC,800
2020,2,53,3184,APC,801
2020,2,54,6947,APC,802
2020,2,55,4713,APC,803
2020,2,56,12681,APC,804
2020,2,57,10716,APC,805
2020,2,58,8413,APC,806
2020,2,59,4670,APC,807
2020,2,60,11141,APC,808
2020,2,61,4604,APC,809
2020,2,62,240,APC,810
2020,2,64,6034,APC,811
2020,2,65,8383,APC,812
2020,2,66,10527,APC,813
2020,2,67,5362,APC,814
2020,2,68,2138,APC,815
2020,2,70,9230,APC,816
2020,2,73,2554,APC,817
2020,2,75,3029,APC,818
2020,2,77,807,APC,819
2020,2,78,64,APC,820
2020,2,79,5884,APC,821
2020,2,80,216,APC,822
2020,2,84,3743,APC,823
2020,2,88,2462,APC,824
2020,2,89,1806,APC,825
2020,2,90,421,APC,826
2020,2,92,299,APC,827
2020,2,93,1191,APC,828
2020,2,94,465,APC,829
2020,2,95,543,APC,830
2020,2,96,1291,APC,831
2020,2,97,626,APC,832
2020,2,98,928,APC,833
2020,2,99,1176,APC,834
2020,2,D1,4180,Traffic,835
2020,2,D2,4235,Traffic,836
2020,2,103,1296,APC,837
2020,2,104,3232,APC,838
2020,2,105,1225,APC,839
2020,2,106,1315,APC,840
2020,2,107,1040,APC,841
2020,2,108,5384,APC,842
2020,2,109,4468,APC,843
2020,2,110,1973,APC,844
2020,2,111,1455,APC,845
2020,2,112,1225,APC,846
2020,2,113,6640,APC,847
2020,2,114,1932,APC,848
2020,2,115,1194,APC,849
2020,2,117,1925,APC,850
2020,2,118,497,APC,851
2020,2,119,716,APC,852
2020,2,120,450,APC,853
2020,2,123,921,APC,854
2020,2,124,1839,APC,855
2020,2,125,2168,APC,856
2020,2,126,670,APC,857
2020,2,127,295,APC,858
2020,2,128,377,APC,859
2020,2,129,905,APC,860
2020,2,130,560,APC,861
2020,2,131,646,APC,862
2020,2,132,337,APC,863
2020,2,133,70,APC,864
2020,2,139,423,APC,865
2020,2,150,32,APC,866
2020,2,201,157,APC,867
2020,2,204,197,APC,868
2020,2,206,159,APC,869
2020,2,310,387,APC,870
2020,2,311,216,APC,871
2020,2,47M,1053,APC,872
2020,2,BLVDDIR,3123,APC,873
2020,2,B1 OWL,1858,APC,874
2020,2,63,17074,APC,875
2020,2,71,5250,APC,876
2020,2,41,3006,APC,877
2020,2,K,9466,APC,878
2020,2,51,7821,APC,879
2020,2,LUCYGO,1637,APC,880
2020,2,LUCYGR,1087,APC,881
2020,2,L1 OWL,1947,APC,882
2020,2,82,10316,APC,883
2020,2,81,6104,APC,884
2020,3,1,2389,APC,885
2020,3,2,4062,APC,886
2020,3,3,7438,APC,887
2020,3,4,6487,APC,888
2020,3,5,3227,APC,889
2020,3,6,5166,APC,890
2020,3,7,4783,APC,891
2020,3,8,2080,APC,892
2020,3,9,3586,APC,893
2020,3,T1,6357,Traffic,894
2020,3,T4,11924,APC,895
2020,3,12,2378,APC,896
2020,3,T3,9941,APC,897
2020,3,14,5481,APC,898
2020,3,G1,3814,Traffic,899
2020,3,16,6955,APC,900
2020,3,17,8236,APC,901
2020,3,18,12651,APC,902
2020,3,19,921,APC,903
2020,3,20,3796,APC,904
2020,3,21,8495,APC,905
2020,3,22,3685,APC,906
2020,3,23,14589,APC,907
2020,3,24,1896,APC,908
2020,3,25,3732,APC,909
2020,3,26,9905,APC,910
2020,3,27,3520,APC,911
2020,3,28,1537,APC,912
2020,3,29,3723,APC,913
2020,3,30,1231,APC,914
2020,3,31,4166,APC,915
2020,3,32,4129,APC,916
2020,3,33,10230,APC,917
2020,3,T2,9824,APC,918
2020,3,35,150,APC,919
2020,3,T5,11647,APC,920
2020,3,37,2818,APC,921
2020,3,38,2440,APC,922
